kayit_id,source_file,degisim_tipi,alan,eski_deger,yeni_deger,gerekce,duzenleme_turu
DKR0422,09_basatin_tepegozu_oldurdugu_boy.csv,ad_standardizasyonu,karakter_1,Beyler,Beyler (Basat Boyu),alias/generic bağlama göre düzeltildi,
DKR0436,09_basatin_tepegozu_oldurdugu_boy.csv,ad_standardizasyonu,karakter_2,Beyler,Beyler (Basat Boyu),alias/generic bağlama göre düzeltildi,
DKR0482,09_basatin_tepegozu_oldurdugu_boy.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0483,09_basatin_tepegozu_oldurdugu_boy.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0484,09_basatin_tepegozu_oldurdugu_boy.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0528,10_begil_oglu_emrenin_boyu.csv,ad_standardizasyonu,karakter_2,Beyler,Beyler (Begil Boyu),alias/generic bağlama göre düzeltildi,
DKR0529,10_begil_oglu_emrenin_boyu.csv,ad_standardizasyonu,karakter_2,Beyler,Beyler (Begil Boyu),alias/generic bağlama göre düzeltildi,
DKR0530,10_begil_oglu_emrenin_boyu.csv,ad_standardizasyonu,karakter_1,Beyler,Beyler (Begil Boyu),alias/generic bağlama göre düzeltildi,
DKR0530,10_begil_oglu_emrenin_boyu.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0531,10_begil_oglu_emrenin_boyu.csv,ad_standardizasyonu,karakter_2,Beyler,Beyler (Begil Boyu),alias/generic bağlama göre düzeltildi,
DKR0554,10_begil_oglu_emrenin_boyu.csv,ad_standardizasyonu,karakter_2,Tekfur,Tekfur (Begil Boyu),alias/generic bağlama göre düzeltildi,
DKR0555,10_begil_oglu_emrenin_boyu.csv,ad_standardizasyonu,karakter_1,Tekfur,Tekfur (Begil Boyu),alias/generic bağlama göre düzeltildi,
DKR0566,10_begil_oglu_emrenin_boyu.csv,ad_standardizasyonu,karakter_1,Tekfur,Tekfur (Begil Boyu),alias/generic bağlama göre düzeltildi,
DKR0568,10_begil_oglu_emrenin_boyu.csv,ad_standardizasyonu,karakter_1,Tekfur,Tekfur (Begil Boyu),alias/generic bağlama göre düzeltildi,
DKR0570,10_begil_oglu_emrenin_boyu.csv,ad_standardizasyonu,karakter_1,Tekfur,Tekfur (Begil Boyu),alias/generic bağlama göre düzeltildi,
DKR0579,10_begil_oglu_emrenin_boyu.csv,ad_standardizasyonu,karakter_1,Tekfur,Tekfur (Begil Boyu),alias/generic bağlama göre düzeltildi,
DKR0580,10_begil_oglu_emrenin_boyu.csv,ad_standardizasyonu,karakter_1,Tekfur,Tekfur (Begil Boyu),alias/generic bağlama göre düzeltildi,
DKR0582,10_begil_oglu_emrenin_boyu.csv,ad_standardizasyonu,karakter_1,Tekfur,Tekfur (Begil Boyu),alias/generic bağlama göre düzeltildi,
DKR0583,10_begil_oglu_emrenin_boyu.csv,ad_standardizasyonu,karakter_2,Tekfur,Tekfur (Begil Boyu),alias/generic bağlama göre düzeltildi,
DKR0585,10_begil_oglu_emrenin_boyu.csv,ad_standardizasyonu,karakter_2,Tekfur,Tekfur (Begil Boyu),alias/generic bağlama göre düzeltildi,
DKR0586,10_begil_oglu_emrenin_boyu.csv,ad_standardizasyonu,karakter_1,Tekfur,Tekfur (Begil Boyu),alias/generic bağlama göre düzeltildi,
DKR0604,11_usun_koca_oglu_seyrek_boyu.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0605,11_usun_koca_oglu_seyrek_boyu.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0625,11_usun_koca_oglu_seyrek_boyu.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0626,11_usun_koca_oglu_seyrek_boyu.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0640,11_usun_koca_oglu_seyrek_boyu.csv,ad_standardizasyonu,karakter_2,Tekfur,Tekfur (Segrek Boyu),alias/generic bağlama göre düzeltildi,
DKR0643,11_usun_koca_oglu_seyrek_boyu.csv,ad_standardizasyonu,karakter_1,Kafirler,Kafirler (Segrek Boyu),alias/generic bağlama göre düzeltildi,
DKR0643,11_usun_koca_oglu_seyrek_boyu.csv,ad_standardizasyonu,karakter_2,Tekfur,Tekfur (Segrek Boyu),alias/generic bağlama göre düzeltildi,
DKR0644,11_usun_koca_oglu_seyrek_boyu.csv,ad_standardizasyonu,karakter_1,Tekfur,Tekfur (Segrek Boyu),alias/generic bağlama göre düzeltildi,
DKR0644,11_usun_koca_oglu_seyrek_boyu.csv,ad_standardizasyonu,karakter_2,Kafirler,Kafirler (Segrek Boyu),alias/generic bağlama göre düzeltildi,
DKR0646,11_usun_koca_oglu_seyrek_boyu.csv,ad_standardizasyonu,karakter_1,Tekfur,Tekfur (Segrek Boyu),alias/generic bağlama göre düzeltildi,
DKR0646,11_usun_koca_oglu_seyrek_boyu.csv,ad_standardizasyonu,karakter_2,Kafirler,Kafirler (Segrek Boyu),alias/generic bağlama göre düzeltildi,
DKR0647,11_usun_koca_oglu_seyrek_boyu.csv,ad_standardizasyonu,karakter_1,Kafirler,Kafirler (Segrek Boyu),alias/generic bağlama göre düzeltildi,
DKR0647,11_usun_koca_oglu_seyrek_boyu.csv,ad_standardizasyonu,karakter_2,Tekfur,Tekfur (Segrek Boyu),alias/generic bağlama göre düzeltildi,
DKR0648,11_usun_koca_oglu_seyrek_boyu.csv,ad_standardizasyonu,karakter_1,Tekfur,Tekfur (Segrek Boyu),alias/generic bağlama göre düzeltildi,
DKR0648,11_usun_koca_oglu_seyrek_boyu.csv,ad_standardizasyonu,karakter_2,Kafirler,Kafirler (Segrek Boyu),alias/generic bağlama göre düzeltildi,
DKR0649,11_usun_koca_oglu_seyrek_boyu.csv,ad_standardizasyonu,karakter_1,Kafirler,Kafirler (Segrek Boyu),alias/generic bağlama göre düzeltildi,
DKR0650,11_usun_koca_oglu_seyrek_boyu.csv,ad_standardizasyonu,karakter_2,Kafirler,Kafirler (Segrek Boyu),alias/generic bağlama göre düzeltildi,
DKR0669,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0671,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0671,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Beyler,Beyler (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0672,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0672,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Beyler,Beyler (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0674,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Tekfur,Tekfur (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0675,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Tekfur,Tekfur (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0675,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,tip_duzeltme,karakter_2_tipi,grup,kişi,bağlamsal düğüm tipi düzeltildi,
DKR0676,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,tip_duzeltme,karakter_1_tipi,grup,kişi,bağlamsal düğüm tipi düzeltildi,
DKR0676,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Tekfur,Tekfur (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0677,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Tekfur,Tekfur (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0677,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,tip_duzeltme,karakter_2_tipi,grup,kişi,bağlamsal düğüm tipi düzeltildi,
DKR0679,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,tip_duzeltme,karakter_2_tipi,grup,kişi,bağlamsal düğüm tipi düzeltildi,
DKR0680,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,tip_duzeltme,karakter_1_tipi,grup,kişi,bağlamsal düğüm tipi düzeltildi,
DKR0680,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0681,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0681,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Kafirler,Kafirler (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0682,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kafirler,Kafirler (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0682,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0683,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0683,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Kafirler,Kafirler (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0684,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kafirler,Kafirler (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0684,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0687,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0688,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0689,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0690,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0691,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Tekfur,Tekfur (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0692,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Tekfur,Tekfur (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0692,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,tip_duzeltme,karakter_2_tipi,grup,kişi,bağlamsal düğüm tipi düzeltildi,
DKR0693,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,tip_duzeltme,karakter_1_tipi,grup,kişi,bağlamsal düğüm tipi düzeltildi,
DKR0693,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0694,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,tip_duzeltme,karakter_1_tipi,grup,kişi,bağlamsal düğüm tipi düzeltildi,
DKR0694,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0695,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,tip_duzeltme,karakter_1_tipi,grup,kişi,bağlamsal düğüm tipi düzeltildi,
DKR0695,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0696,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0696,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,tip_duzeltme,karakter_2_tipi,grup,kişi,bağlamsal düğüm tipi düzeltildi,
DKR0698,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0699,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kafirler,Kafirler (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0699,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0700,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0700,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Kafirler,Kafirler (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0701,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kafirler,Kafirler (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0702,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kafirler,Kafirler (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0703,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Bir Kişi,Adsız Kişi (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0704,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Kişi,Adsız Kişi (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0705,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kişi,Adsız Kişi (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0706,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Kişi,Adsız Kişi (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0707,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kişi,Adsız Kişi (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0719,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kafirler,Kafirler (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0720,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kafirler,Kafirler (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0724,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Tekfur,Tekfur (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0725,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Tekfur,Tekfur (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0726,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Beyler,Beyler (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0726,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Tekfur,Tekfur (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0727,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Tekfur,Tekfur (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0727,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0728,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0728,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Tekfur,Tekfur (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0729,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kafirler,Kafirler (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0730,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Tekfur,Tekfur (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0731,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0734,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0735,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0736,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0737,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0738,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0739,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0740,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0741,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0743,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0744,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0745,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0746,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0747,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0749,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0750,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0751,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0752,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0753,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0754,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0755,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0756,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_1,Beyler,Beyler (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0756,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0757,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,karakter_2,Kafirler,Kafirler (Uruz Kurtarma Boyu),alias/generic bağlama göre düzeltildi,
DKR0764,13_ic_oguza_dis_oguzun_asi_olup_beyreki_oldurdugu.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0765,13_ic_oguza_dis_oguzun_asi_olup_beyreki_oldurdugu.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0766,13_ic_oguza_dis_oguzun_asi_olup_beyreki_oldurdugu.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0767,13_ic_oguza_dis_oguzun_asi_olup_beyreki_oldurdugu.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0768,13_ic_oguza_dis_oguzun_asi_olup_beyreki_oldurdugu.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0784,13_ic_oguza_dis_oguzun_asi_olup_beyreki_oldurdugu.csv,ad_standardizasyonu,karakter_2,Beyrekin 40 Yiğidi,Beyrek'in 40 Yiğidi,alias/generic bağlama göre düzeltildi,
DKR0793,13_ic_oguza_dis_oguzun_asi_olup_beyreki_oldurdugu.csv,ad_standardizasyonu,karakter_2,Beyrekin Adamları,Beyrek'in Adamları,alias/generic bağlama göre düzeltildi,
DKR0796,13_ic_oguza_dis_oguzun_asi_olup_beyreki_oldurdugu.csv,ad_standardizasyonu,karakter_1,Beyrekin Anne Babası,Beyrek'in Anne Babası,alias/generic bağlama göre düzeltildi,
DKR0796,13_ic_oguza_dis_oguzun_asi_olup_beyreki_oldurdugu.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0801,13_ic_oguza_dis_oguzun_asi_olup_beyreki_oldurdugu.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0802,13_ic_oguza_dis_oguzun_asi_olup_beyreki_oldurdugu.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0803,13_ic_oguza_dis_oguzun_asi_olup_beyreki_oldurdugu.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0806,13_ic_oguza_dis_oguzun_asi_olup_beyreki_oldurdugu.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0809,13_ic_oguza_dis_oguzun_asi_olup_beyreki_oldurdugu.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0811,13_ic_oguza_dis_oguzun_asi_olup_beyreki_oldurdugu.csv,ad_standardizasyonu,karakter_2,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0812,13_ic_oguza_dis_oguzun_asi_olup_beyreki_oldurdugu.csv,ad_standardizasyonu,karakter_1,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0192,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv,ad_standardizasyonu,aktor,Beyrek,Bamsı Beyrek,alias/generic bağlama göre düzeltildi,
DKR0192,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv,ad_standardizasyonu,hedef,Beyrek,Bamsı Beyrek,alias/generic bağlama göre düzeltildi,
DKR0204,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv,ad_standardizasyonu,aktor,Beyrek,Bamsı Beyrek,alias/generic bağlama göre düzeltildi,
DKR0253,05_kazan_bey_oglu_uruz_beyin_tutsak_oldugu_boy.csv,ad_standardizasyonu,aktor,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
DKR0541,10_begil_oglu_emrenin_boyu.csv,ad_standardizasyonu,hedef,Beyler,Beyler (Begil Boyu),alias/generic bağlama göre düzeltildi,
DKR0641,11_usun_koca_oglu_seyrek_boyu.csv,ad_standardizasyonu,aktor,Tekfur,Tekfur (Segrek Boyu),alias/generic bağlama göre düzeltildi,
DKR0670,12_salur_kazanin_tutsak_olup_oglu_uruzun_kurtardigi_boy.csv,ad_standardizasyonu,aktor,Kazan,Salur Kazan,alias/generic bağlama göre düzeltildi,
