kayit_id,satir_no,boy,bolum_tipi,karakter_1,karakter_1_id,karakter_1_tipi,karakter_2,karakter_2_id,karakter_2_tipi,iliski_ham,iliski_turu,katman,agirlik,kutupluluk,yonluluk,cikarma_yontemi,not,ham_satir,kaynak_notu,source_file
DKR0185,192.0,Kam Püre'nin Oğlu Bamsı Beyrek Boyu,boy,Bamsı Beyrek,bamsi_beyrek,kişi,Uruz,uruz,kişi,ok atınca elin var olsun - diy0,diyalog_nötr,iletişim,2,nötr,yönlü,açık_ilişki,ok atınca elin var olsun - diy0,beyrek - uruz (ok atınca elin var olsun - diy0),ham_okuma_notu; araştırmacı tarafından standartlaştırıldı,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv
DKR0186,193.0,Kam Püre'nin Oğlu Bamsı Beyrek Boyu,boy,Bamsı Beyrek,bamsi_beyrek,kişi,Yigenek,yigenek,kişi,ok atınca elin var olsun - diy0,diyalog_nötr,iletişim,2,nötr,yönlü,açık_ilişki,ok atınca elin var olsun - diy0,beyrek - yigenek (ok atınca elin var olsun - diy0),ham_okuma_notu; araştırmacı tarafından standartlaştırıldı,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv
DKR0187,194.0,Kam Püre'nin Oğlu Bamsı Beyrek Boyu,boy,Bamsı Beyrek,bamsi_beyrek,kişi,Şir Şemseddin,sir_semseddin,kişi,ok atınca elin var olsun - diy0,diyalog_nötr,iletişim,2,nötr,yönlü,açık_ilişki,ok atınca elin var olsun - diy0,beyrek - şir şemseddin (ok atınca elin var olsun - diy0),ham_okuma_notu; araştırmacı tarafından standartlaştırıldı,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv
DKR0188,195.0,Kam Püre'nin Oğlu Bamsı Beyrek Boyu,boy,Bamsı Beyrek,bamsi_beyrek,kişi,Pay Püre Bey,pay_pure_bey,kişi,"ok atınca elin kurusun, parmağın çürüsün diy -",diyalog_olumsuz,iletişim,3,negatif,yönlü,açık_ilişki,"ok atınca elin kurusun, parmağın çürüsün diy -","beyrek - pay püre bey (ok atınca elin kurusun, parmağın çürüsün diy - )",ham_okuma_notu; araştırmacı tarafından standartlaştırıldı,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv
DKR0189,196.0,Kam Püre'nin Oğlu Bamsı Beyrek Boyu,boy,Yalançı Oğlu Yaltaçuk,yalanci_oglu_yaltacuk,kişi,Bamsı Beyrek,bamsi_beyrek,kişi,meydan okuma; yayı germe,gerilim,çatışma,4,negatif,yönsüz,açık_ilişki,meydan okuma; yayı germe,yalançı oğlu yaltaçuk - beyrek (meydan okuma; yayı germe),ham_okuma_notu; araştırmacı tarafından standartlaştırıldı,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv
DKR0190,197.0,Kam Püre'nin Oğlu Bamsı Beyrek Boyu,boy,Bamsı Beyrek,bamsi_beyrek,kişi,Yalançı Oğlu Yaltaçuk,yalanci_oglu_yaltacuk,kişi,yaltaçuk'un yayını kırar,belirsiz,olay,1,nötr,yönlü,açık_ilişki,yaltaçuk'un yayını kırar,beyrek - yalançı oğlu yaltaçuk (yaltaçuk'un yayını kırar),ham_okuma_notu; araştırmacı tarafından standartlaştırıldı,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv
DKR0191,198.0,Kam Püre'nin Oğlu Bamsı Beyrek Boyu,boy,Yaltaçuk,yaltacuk,kişi,Beylere,beylere,grup,emir; beyrek'in yayını getirin,otorite/emir,otorite,3,nötr,yönlü,açık_ilişki,emir; beyrek'in yayını getirin,yaltaçuk - beylere (emir; beyrek'in yayını getirin),ham_okuma_notu; araştırmacı tarafından standartlaştırıldı,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv
DKR0193,200.0,Kam Püre'nin Oğlu Bamsı Beyrek Boyu,boy,Bamsı Beyrek,bamsi_beyrek,kişi,Beyler (Bamsı Beyrek Boyu),beyler_bamsi_beyrek_boyu,grup,diy0,diyalog_nötr,iletişim,2,nötr,yönlü,açık_ilişki,diy0,beyrek - beyler (diy0),ham_okuma_notu; araştırmacı tarafından standartlaştırıldı,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv
DKR0196,203.0,Kam Püre'nin Oğlu Bamsı Beyrek Boyu,boy,Salur Kazan,salur_kazan,kişi,Kazan'ın Adamı,kazanin_adami,grup,emir; beyrek'i çağır,otorite/emir,otorite,3,nötr,yönlü,açık_ilişki,emir; beyrek'i çağır,kazan - kazan'ın adamı (emir; beyrek'i çağır),ham_okuma_notu; araştırmacı tarafından standartlaştırıldı,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv
DKR0197,204.0,Kam Püre'nin Oğlu Bamsı Beyrek Boyu,boy,Bamsı Beyrek,bamsi_beyrek,kişi,Salur Kazan,salur_kazan,kişi,diy+,diyalog_olumlu,iletişim,3,pozitif,yönlü,açık_ilişki,diy+,beyrek - kazan (diy+),ham_okuma_notu; araştırmacı tarafından standartlaştırıldı,04_kam_purenin_oglu_bamsi_beyrek_boyu.csv
